source_concept_id,source_term,target_concept_id,target_concept_name,predicate,target_concept_id_b,target_concept_name_b,predicate_b,cleaned_term,mapped_concept_id,mapped_concept_name
45461957,Valaciclovir level,44790058,Valaciclovir measurement,exactMatch,,,,Valaciclovir level,44790058,Valaciclovir measurement
45461999,Vomit pH,4055572,Measurement of vomit pH,exactMatch,,,,Vomit pH,4055572,Measurement of vomit pH
45462167,Prognosis poor,4063380,Prognosis bad,exactMatch,,,,Prognosis poor,4063380,Prognosis bad
45465320,Serum parathyroid hormone,4154637,Serum parathyroid hormone measurement,exactMatch,,,,Serum parathyroid hormone,-1,
45465331,Serum bicarbonate,4150494,Serum bicarbonate measurement,exactMatch,,,,Serum bicarbonate,-1,
45465339,Serum methaemalbumin level,4198877,Serum methemalbumin measurement,exactMatch,,,,Serum methaemalbumin level,4198877,Serum methemalbumin measurement
45467089,Breech presentation NOS,74698,Breech presentation,exactMatch,,,,Breech presentation,74698,Breech presentation
45467346,Naevus flammeus,4219552,Port-wine stain of skin,exactMatch,,,,Naevus flammeus,4219552,Port-wine stain of skin
45468855,CSF electrophoresis,4043594,CSF: electrophoresis,exactMatch,,,,CSF electrophoresis,4043594,CSF: electrophoresis
45471238,Adverse reaction to thyroxine sodium,4162153,Thyroxine adverse reaction,exactMatch,,,,Adverse reaction to thyroxine sodium,-1,
45472951,Admission to hospital,8715,Hospital admission,exactMatch,,,,Admission to hospital,8715,Hospital admission
45475055,Owner-occupier,4059643,Lives in own home,exactMatch,,,,Owner-occupier,4059643,Lives in own home
45488815,Synovial fluid exam. NOS,4057464,Synovial fluid examination,exactMatch,,,,Synovial fluid examination,4057464,Synovial fluid examination
45488830,Culture - bacteriology,4016945,Bacterial culture,exactMatch,,,,Culture - bacteriology,-1,
45491843,O/E - strabismus NOS,4329707,Strabismus,exactMatch,,,,strabismus,4329707,Strabismus
45494505,[X]Fall on/from ladder,432803,Fall from ladder,exactMatch,,,,[X]Fall on/from ladder,-1,
45501759,O/E - strabismus - squint,4329707,Strabismus,exactMatch,,,,O/E - strabismus - squint,-1,
45511686,O/E wound healing delayed,37312235,Delayed healing of wound,exactMatch,,,,O/E wound healing delayed,-1,
45515364,Brucella serology,4017915,Measurement of Brucella species antibody,exactMatch,,,,Brucella serology,4017915,Measurement of Brucella species antibody
45515541,Urine screen due,4064384,Urine screening due,exactMatch,,,,Urine screen due,4064384,Urine screening due
45516780,Low vision,373786,Abnormal vision,broadMatch,,,,Low vision,-1,
45518269,Child lives with father,4072595,Lives with father,exactMatch,,,,Child lives with father,-1,
45518428,O/E - R.femoral pulse present,37312075,Pulse present in right femoral artery,exactMatch,,,,O/E - R.femoral pulse present,-1,
45518629,Urine sex hor. 24hr. assay NOS,4055429,Urine sex hormone 24 hour assay,exactMatch,,,,Urine sex hormone 24 hour assay,4055429,Urine sex hormone 24 hour assay
45520843,"Injured by rolling stock, NOS",4072660,Hit by railway vehicle,broadMatch,4072660.0,Hit by railway vehicle,exactMatch,Injured by rolling stock,-1,
45522851,Malingerer,4051630,Malingering,exactMatch,,,,Malingerer,-1,
45532957,Other heavy chain disease,4288751,Heavy chain disease,exactMatch,,,,heavy chain disease,4288751,Heavy chain disease
45533656,"Pressure ulcer of unspecified hip, stage 1",37170748,Pressure injury of hip stage I,exactMatch,,,,"Pressure ulcer of hip, stage 1",-1,
45534326,"Diseases of the respiratory system complicating pregnancy, second trimester",4060429,"Disease of the respiratory system complicating pregnancy, childbirth and/or the puerperium",broadMatch,,,,"Diseases of the respiratory system complicating pregnancy, second trimester",-1,
45537491,"Assault by other bodily force, subsequent encounter",4054796,Assault with body part,exactMatch,,,,Assault by other bodily force,-1,
45537526,"War operations involving rubber bullets, military personnel, initial encounter",434834,War injury due to rubber bullets,exactMatch,,,,War operations involving rubber bullets,-1,
45537844,Malignant poorly differentiated neuroendocrine tumors,761025,Poorly differentiated malignant carcinoid tumor,exactMatch,,,,Malignant poorly differentiated neuroendocrine tumors,-1,
45537885,"Carcinoma in situ of breast, unspecified",81250,Carcinoma in situ of breast,exactMatch,,,,Carcinoma in situ of breast,81250,Carcinoma in situ of breast
45537984,Fabry (-Anderson) disease,4042934,Fabry's disease,exactMatch,,,,Fabry (-Anderson) disease,-1,
45538653,"Drug-induced gout, vertebrae",46270460,Gout of vertebra caused by drug,exactMatch,,,,"Drug-induced gout, vertebrae",-1,
45538982,"Osteonecrosis due to previous trauma, other site",37164275,Osteonecrosis due to trauma,exactMatch,,,,Osteonecrosis due to previous trauma,-1,
45539079,(Induced) termination of pregnancy with unspecified complications,37162983,Disorder following induced termination of pregnancy,exactMatch,,,,Induced termination of pregnancy with complications,-1,
45539133,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 1",4244438,Second trimester pregnancy,broadMatch,,,,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 1",-1,
45542656,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of inguinal region and lower limb",37165866,Mature T-cell AND/OR NK cell neoplasm,broadMatch,,,,"Mature T/NK-cell lymphomas, lymph nodes of inguinal region and lower limb",-1,
45543904,Vaginismus,193261,Vaginospasm,exactMatch,,,,Vaginismus,-1,
45543919,"Infections of bladder in pregnancy, third trimester",4146482,Urinary tract infection in pregnancy,broadMatch,,,,"Infections of bladder in pregnancy, third trimester",-1,
45547303,Encounter for elective termination of pregnancy,4081422,Elective termination of pregnancy,exactMatch,,,,elective termination of pregnancy,4081422,Elective termination of pregnancy
45547418,Gonococcal arthritis,74864,Gonococcal infection of joint,exactMatch,,,,Gonococcal arthritis,74864,Gonococcal infection of joint
45547559,"Juvenile myelomonocytic leukemia, not having achieved remission",40482847,Juvenile myelomonocytic leukemia,exactMatch,,,,"Juvenile myelomonocytic leukemia, not having achieved remission",-1,
45547832,Endothelial corneal dystrophy,443740,Corneal endothelial dystrophy,exactMatch,,,,Endothelial corneal dystrophy,443740,Corneal endothelial dystrophy
45547895,"Glaucoma secondary to other eye disorders, left eye",436398,Glaucoma associated with ocular disorder,broadMatch,,,,"Glaucoma secondary to eye disorders, left eye",-1,
45548255,Rheumatoid heart disease with rheumatoid arthritis of unspecified hip,4116150,Rheumatoid arthritis of hip,broadMatch,,,,Rheumatoid heart disease with rheumatoid arthritis of hip,-1,
45548294,"Drug-induced gout, unspecified ankle and foot",46270453,Gout of ankle and/or foot caused by drug,exactMatch,,,,"Drug-induced gout, ankle and foot",-1,
45548832,Labor and delivery complicated by other evidence of fetal stress,4063307,Labor and delivery complicated by biochemical evidence of fetal stress,exactMatch,,,,Labor and delivery complicated by fetal stress,-1,
45548837,Other embolism in childbirth,4185607,Embolism,broadMatch,,,,embolism in childbirth,-1,
45552225,Cutaneous chromomycosis,4080755,Cutaneous chromoblastomycosis,exactMatch,,,,Cutaneous chromomycosis,-1,
45552460,"Other psychoactive substance abuse with intoxication, unspecified",607217,Psychoactive substance-induced intoxication,exactMatch,,,,psychoactive substance abuse with intoxication,-1,
45552782,Other acute ischaemic heart diseases,319844,Acute ischemic heart disease,exactMatch,,,,acute ischaemic heart diseases,319844,Acute ischemic heart disease
45553035,"Other reactive arthropathies, unspecified wrist",1244729,Reactive arthritis of joint of wrist region,exactMatch,,,,"reactive arthropathies, wrist",-1,
45555996,"Poisoning by amphetamines, intentional self-harm, initial encounter",606763,Intentional amphetamine and/or amphetamine derivative poisoning,exactMatch,,,,"Poisoning by amphetamines, intentional self-harm",-1,
45556926,Other varicella complications,437791,Chickenpox with complication,exactMatch,,,,varicella complications,-1,
45557037,Waldenstr�m macroglobulinaemia,4098597,Waldenstr�m macroglobulinemia,exactMatch,,,,Waldenstr�m macroglobulinaemia,-1,
45557206,"Reaction to severe stress, and adjustment disorders",4152371,Stress and adjustment reaction,exactMatch,,,,"Reaction to severe stress, and adjustment disorders",-1,
45557282,"Paralytic lagophthalmos unspecified eye, unspecified eyelid",375821,Paralytic lagophthalmos,exactMatch,,,,Paralytic lagophthalmos,375821,Paralytic lagophthalmos
45557771,"Pauciarticular juvenile rheumatoid arthritis, unspecified elbow",1076080,Juvenile idiopathic arthritis of elbow,exactMatch,1076080.0,Juvenile idiopathic arthritis of elbow,broadMatch,"Pauciarticular juvenile rheumatoid arthritis, elbow",-1,
45557863,Mucocutaneous lymph node syndrome [Kawasaki],314381,Acute febrile mucocutaneous lymph node syndrome,exactMatch,,,,Mucocutaneous lymph node syndrome [Kawasaki],-1,
45557973,"Other infective bursitis, left wrist",4184657,Bursitis of wrist,broadMatch,,,,"infective bursitis, left wrist",-1,
45558103,"Major osseous defect, left lower leg",72986,Disorder of lower leg,broadMatch,,,,"Major osseous defect, left lower leg",-1,
45558312,"Other placental disorders, third trimester",4053583,Disorder of placenta,broadMatch,,,,"placental disorders, third trimester",-1,
45561667,Personal history of allergy to penicillin,4240903,Allergy to penicillin,exactMatch,,,,Personal history of allergy to penicillin,-1,
45561802,Basal cell carcinoma of skin of other part of trunk,4297668,Basal cell carcinoma of truncal skin,exactMatch,,,,Basal cell carcinoma of skin of trunk,-1,
45561948,Type 1 diabetes mellitus with diabetic amyotrophy,4143857,Lumbosacral radiculoplexus neuropathy due to type 1 diabetes mellitus,exactMatch,,,,Type 1 diabetes mellitus with diabetic amyotrophy,-1,
45562265,Other strabismus,4329707,Strabismus,exactMatch,,,,strabismus,4329707,Strabismus
45563138,"Oligohydramnios, second trimester, other fetus",434111,Oligohydramnios,broadMatch,,,,"Oligohydramnios, second trimester",-1,
45563192,"Protozoal diseases complicating pregnancy, unspecified trimester",36715504,Protozoal disease complicating pregnancy childbirth and the puerperium,exactMatch,36715504.0,Protozoal disease complicating pregnancy childbirth and the puerperium,broadMatch,Protozoal diseases complicating pregnancy,-1,
45563320,Polydipsia,432454,Excessive thirst,exactMatch,,,,Polydipsia,-1,
45566422,"Antenatal screening, unspecified",4087235,Antenatal screening,exactMatch,,,,Antenatal screening,4087235,Antenatal screening
45566515,Gonococcal spondylopathy,72562,Gonococcal spondylitis,exactMatch,,,,Gonococcal spondylopathy,-1,
45566588,Other specified malignant neoplasm of skin of breast,4247348,Primary malignant neoplasm of skin of breast,exactMatch,,,,malignant neoplasm of skin of breast,-1,
45566678,Benign neoplasm: Epididymis,73723,Benign neoplasm of epididymis,exactMatch,,,,Benign neoplasm: Epididymis,-1,
45566726,Drug or chemical induced diabetes mellitus with other circulatory complications,4202383,Drug-induced diabetes mellitus,broadMatch,,,,Drug or chemical induced diabetes mellitus with circulatory complications,-1,
45567180,Acute on chronic systolic (congestive) heart failure,40480602,Acute on chronic systolic heart failure,exactMatch,,,,Acute on chronic systolic (congestive) heart failure,-1,
45567215,Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of thigh,40484541,Atherosclerosis of autologous vein bypass graft of limb,broadMatch,,,,Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of thigh,-1,
45567277,Pleural plaque with presence of asbestos,4049971,Asbestos-induced pleural plaque,exactMatch,,,,Pleural plaque with presence of asbestos,-1,
45567300,"Acute appendicitis, other and unspecified",4310400,Acute appendicitis,exactMatch,,,,Acute appendicitis,36770381,Acute appendicitis
45567408,Rheumatoid vasculitis with rheumatoid arthritis of left knee,4271003,Rheumatoid vasculitis,broadMatch,,,,Rheumatoid vasculitis with rheumatoid arthritis of left knee,-1,
45567509,Other articular cartilage disorders,439103,Articular cartilage disorder,exactMatch,,,,articular cartilage disorders,439103,Articular cartilage disorder
45567717,"Pathological fracture in neoplastic disease, right radius, subsequent encounter for fracture with delayed healing",760661,Pathological fracture of right radius due to neoplasm,exactMatch,,,,"Pathological fracture in neoplastic disease, right radius with delayed healing",-1,
45568000,"Abscess of breast associated with pregnancy, unspecified trimester",443263,Obstetric breast abscess,exactMatch,80796.0,"Abscess of breast, associated with childbirth",exactMatch,Abscess of breast associated with pregnancy,-1,
45568118,Right lower quadrant abdominal rigidity,197107,Abdominal rigidity of right lower quadrant,exactMatch,,,,Right lower quadrant abdominal rigidity,-1,
45571402,Acquired absence of bilateral breasts and nipples,36716836,Bilateral acquired absence of breast,exactMatch,,,,Acquired absence of bilateral breasts and nipples,-1,
45571415,Other specified intestinal infections,198678,Intestinal infectious disease,exactMatch,,,,intestinal infections,198678,Intestinal infectious disease
45572532,"Abscess of bursa, right ankle and foot",4049120,Abscess of bursa,broadMatch,,,,"Abscess of bursa, right ankle and foot",-1,
45572831,"Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 5",4129027,Viable fetus in abdominal pregnancy,broadMatch,,,,"Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 5",-1,
45573037,Excessive crying of infant (baby),37311980,Excessive crying of infant,exactMatch,,,,Excessive crying of infant (baby),-1,
45576607,Myotonic chondrodystrophy,441280,Schwartz-Jampel syndrome,exactMatch,,,,Myotonic chondrodystrophy,-1,
45576682,"Keratomalacia, unspecified eye",373476,Keratomalacia,exactMatch,,,,"Keratomalacia, eye",-1,
45577143,"Other chondrocalcinosis, unspecified knee",40479260,Chondrocalcinosis of knee joint,exactMatch,,,,"chondrocalcinosis, knee",-1,
45577400,"Pathological fracture, right femur, subsequent encounter for fracture with delayed healing",40305987,Delayed union of fracture,broadMatch,,,,"Pathological fracture, right femur, delayed healing",-1,
45577547,Malfunction of incontinent external stoma of urinary tract,4309167,Malfunction of external stoma of urinary tract,exactMatch,,,,Malfunction of incontinent external stoma of urinary tract,-1,
45577672,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, second trimester",43530950,Complication occurring during pregnancy,broadMatch,,,,"diseases of the blood and blood-forming organs and disorders involving the immune mechanism complicating pregnancy, second trimester",-1,
45581363,Asymptomatic premature menopause,198715,Premature menopause,exactMatch,198715.0,Premature menopause,broadMatch,Asymptomatic premature menopause,-1,
45582087,"Acquired clubhand, unspecified hand",440198,Acquired clubhand,exactMatch,,,,Acquired clubhand,440198,Acquired clubhand
45582279,"Pathological fracture, left shoulder, subsequent encounter for fracture with nonunion",73574,Nonunion of fracture,broadMatch,,,,"Pathological fracture with nonunion, left shoulder",-1,
45582380,Subluxation complex (vertebral) of abdomen and other regions,4068848,Subluxation complex (vertebral),broadMatch,4068848.0,Subluxation complex (vertebral),exactMatch,Subluxation complex (vertebral) of abdomen,-1,
45582408,"Priapism, drug-induced",36713172,Priapism caused by drug,exactMatch,,,,"Priapism, drug-induced",-1,
45586121,Eosinophilia,4304002,Eosinophil count above reference range,exactMatch,,,,Eosinophilia,4304002,Eosinophil count above reference range
45586237,Other bipolar affective disorders,436665,Bipolar disorder,exactMatch,,,,bipolar affective disorders,436665,Bipolar disorder
45586422,"Anterior subcapsular polar infantile and juvenile cataract, unspecified eye",372315,Anterior subcapsular polar cataract,exactMatch,,,,Anterior subcapsular polar infantile and juvenile cataract,-1,
45587159,"Osteitis condensans, unspecified hand",75920,Osteitis condensans,broadMatch,,,,"Osteitis condensans, hand",-1,
45587269,(Induced) termination of pregnancy with other complications,37162983,Disorder following induced termination of pregnancy,exactMatch,,,,Induced termination of pregnancy with other complications,-1,
45587461,Developmental ovarian cyst,4108900,Embryonic cyst of ovary,exactMatch,,,,Developmental ovarian cyst,-1,
45590756,Malingerer [conscious simulation],4051630,Malingering,exactMatch,,,,Malingerer [conscious simulation],-1,
45590807,Diphtheria,4265179,Diphtheria caused by Corynebacterium diphtheriae,exactMatch,,,,Diphtheria,4265179,Diphtheria caused by Corynebacterium diphtheriae
45591012,Antineoplastic chemotherapy induced pancytopenia,36713112,Pancytopenia due to antineoplastic chemotherapy,exactMatch,,,,Antineoplastic chemotherapy induced pancytopenia,-1,
45591082,Alcohol dependence with intoxication,435243,Alcohol dependence,broadMatch,,,,Alcohol dependence with intoxication,-1,
45591199,Locked-in state,434644,Locked in syndrome,exactMatch,,,,Locked-in state,-1,
45591868,"Infective myositis, left finger(s)",4001626,Infective myositis of hand,broadMatch,,,,"Infective myositis, left finger(s)",-1,
45592254,"Chorioamnionitis, second trimester, fetus 3",4021397,Chorioamnionitis,broadMatch,,,,"Chorioamnionitis, second trimester, fetus 3",-1,
45592329,Neonatal aspiration of (clear) amniotic fluid and mucus with respiratory symptoms,434154,Neonatal aspiration syndrome,broadMatch,4153454.0,Aspiration of liquor or mucus in newborn,broadMatch,Neonatal aspiration of (clear) amniotic fluid and mucus with respiratory symptoms,-1,
45592398,"Trisomy 18, mosaicism (mitotic nondisjunction)",4006587,Trisomy 18 - mitotic nondisjunction mosaicism,exactMatch,,,,"Trisomy 18, mosaicism (mitotic nondisjunction)",-1,
45595591,Gonococcal infection of other musculoskeletal tissue,37116425,Infection of musculoskeletal system caused by Neisseria gonorrhoeae,exactMatch,,,,Gonococcal infection of musculoskeletal tissue,-1,
45595597,Other Creutzfeldt-Jakob disease,372241,Creutzfeldt-Jakob disease,exactMatch,,,,Creutzfeldt-Jakob disease,372241,Creutzfeldt-Jakob disease
45595734,Benign neoplasm: Rectum,444457,Benign neoplasm of rectum,exactMatch,,,,Benign neoplasm: Rectum,-1,
45595795,Type 1 diabetes mellitus with diabetic polyneuropathy,37017431,Polyneuropathy due to type 1 diabetes mellitus,exactMatch,,,,Type 1 diabetes mellitus with diabetic polyneuropathy,-1,
45595843,"Unspecified dementia, unspecified severity, with behavioral disturbance",43530666,Dementia with behavioral disturbance,exactMatch,,,,dementia with behavioral disturbance,43530666,Dementia with behavioral disturbance
45595866,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced mood disorder",4103853,"Sedative, hypnotic AND/OR anxiolytic-induced mood disorder",exactMatch,,,,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced mood disorder",-1,
45596553,"Osteophyte, left knee",36684563,Osteophyte of left knee,exactMatch,,,,"Osteophyte, left knee",-1,
45596803,"Algoneurodystrophy, unspecified thigh",42539474,Complex regional pain syndrome of lower limb,broadMatch,,,,"Algoneurodystrophy, thigh",-1,
45596918,"Gestational edema with proteinuria, unspecified trimester",4058113,Gestational edema with proteinuria,exactMatch,,,,Gestational edema with proteinuria,4058113,Gestational edema with proteinuria
45596980,"Maternal care for other isoimmunization, first trimester, other fetus",4239938,First trimester pregnancy,broadMatch,,,,"Maternal care for isoimmunization, first trimester",-1,
45597018,Long labour,440167,Prolonged labor,exactMatch,,,,Long labour,440167,Prolonged labor
45597087,"Neonatal jaundice due to excessive haemolysis, unspecified",1076113,Early neonatal jaundice due to excessive hemolysis,exactMatch,,,,Neonatal jaundice due to excessive haemolysis,-1,
45597198,Abnormal glucose tolerance test,440216,Glucose tolerance test outside reference range,exactMatch,,,,Abnormal glucose tolerance test,440216,Glucose tolerance test outside reference range
45600371,Acquired absence of left ankle,37174088,Disarticulation of left ankle,exactMatch,,,,Acquired absence of left ankle,-1,
45600433,Arthritis due to Lyme disease,4141757,Lyme arthritis,exactMatch,,,,Arthritis due to Lyme disease,-1,
45600530,Malignant carcinoid tumor of unspecified site,1244536,Well-differentiated neuroendocrine tumor,broadMatch,,,,Malignant carcinoid tumor,-1,
45600585,"Benign neoplasm: Skin of eyelid, including canthus",4242957,Benign neoplasm of skin of eyelid,exactMatch,,,,"Benign neoplasm: Skin of eyelid, including canthus",-1,
45600637,Type 1 diabetes mellitus with other diabetic kidney complication,200687,Renal disorder due to type 1 diabetes mellitus,exactMatch,,,,Type 1 diabetes mellitus with diabetic kidney complication,-1,
45600651,Diabetes insipidus,1245117,Vasopressin-related polyuria,exactMatch,1245117.0,Vasopressin-related polyuria,broadMatch,Diabetes insipidus,1245117,Vasopressin-related polyuria
45600749,Other hypochondriacal disorders,434920,Hypochondriasis,exactMatch,,,,hypochondriacal disorders,-1,
45600790,Primary exertional headache,372313,Benign exertional headache,exactMatch,,,,Primary exertional headache,372313,Benign exertional headache
45601090,"Chronic embolism and thrombosis of popliteal vein, bilateral",762023,Chronic deep venous thrombosis of bilateral popliteal veins,exactMatch,,,,"Chronic embolism and thrombosis of popliteal vein, bilateral",-1,
45601313,"Drug-induced gout, multiple sites",46270458,Gout of multiple sites caused by drug,exactMatch,,,,"Drug-induced gout, multiple sites",-1,
45601319,"Hydroxyapatite deposition disease, unspecified hip",37160490,Hydroxyapatite deposition disease of hip joint,exactMatch,,,,"Hydroxyapatite deposition disease, hip",-1,
45601420,"Flail joint, unspecified wrist",1246051,Flail joint of wrist,exactMatch,,,,"Flail joint, wrist",-1,
45601626,"Solitary bone cyst, left humerus",36684579,Solitary bone cyst of left humerus,exactMatch,,,,"Solitary bone cyst, left humerus",-1,
45601649,Idiopathic aseptic necrosis of left carpus,4326828,Osteonecrosis of bone of upper limb,broadMatch,,,,Idiopathic aseptic necrosis of left carpus,-1,
45601756,Other noninflammatory disorders of vulva and perineum,195603,Vulval and/or perineal noninflammatory disorders,exactMatch,,,,noninflammatory disorders of vulva and perineum,-1,
45601799,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",441919,Twin pregnancy,broadMatch,,,,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",-1,
45601859,"Disorder of amniotic fluid and membranes, unspecified, second trimester, fetus 4",4244438,Second trimester pregnancy,broadMatch,,,,"Disorder of amniotic fluid and membranes, second trimester, fetus 4",-1,
45601867,"Complete placenta previa NOS or without hemorrhage, third trimester",4218813,Third trimester pregnancy,broadMatch,,,,"Complete placenta previa without hemorrhage, third trimester",-1,
45605221,Acute hepatitis C with hepatic coma,46270037,Hepatic coma due to acute hepatitis C,exactMatch,,,,Acute hepatitis C with hepatic coma,-1,
45605418,Wernicke encephalopathy,4050977,Wernicke's disease,exactMatch,,,,Wernicke encephalopathy,4050977,Wernicke's disease
45605590,Hypertrichosis of right lower eyelid,1246330,Hypertrichosis of right lower eyelid,exactMatch,,,,Hypertrichosis of right lower eyelid,1246330,Hypertrichosis of right lower eyelid
45605613,"Pinguecula, unspecified eye",376124,Pinguecula,exactMatch,,,,"Pinguecula, eye",-1,
45605636,"Disorder of cornea, unspecified",377280,Disorder of cornea,exactMatch,,,,Disorder of cornea,377280,Disorder of cornea
45605780,"Acute myocardial infarction, unspecified",312327,Acute myocardial infarction,exactMatch,,,,Acute myocardial infarction,312327,Acute myocardial infarction
45606032,"Arthritis due to other bacteria, unspecified joint",4167984,Bacterial arthritis,exactMatch,,,,"Arthritis due to other bacteria, joint",-1,
45606040,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot,256197,Rheumatoid lung disease,broadMatch,,,,Rheumatoid lung disease with rheumatoid arthritis of ankle and foot,-1,
45606086,"Drug-induced gout, unspecified site",4035751,Gout secondary to drug,exactMatch,,,,Drug-induced gout,4035751,Gout secondary to drug
45606197,"Other instability, unspecified hip",4172835,Hip unstable,exactMatch,,,,hip instability,-1,
45606350,"Stress fracture, unspecified shoulder, subsequent encounter for fracture with delayed healing",46270317,Fracture of shoulder,broadMatch,,,,"Stress fracture, shoulder with delayed healing",-1,
45606390,"Pathological fracture in other disease, right ulna, subsequent encounter for fracture with delayed healing",45766902,Pathological fracture of ulna,broadMatch,,,,"Pathological fracture in other disease, right ulna, with delayed healing",-1,
45606653,Infection of kidney following delivery,192964,Infectious disorder of kidney,broadMatch,,,,Infection of kidney following delivery,-1,
45606661,Postpartum mood disturbance,1244154,Postpartum mood disorder,exactMatch,,,,Postpartum mood disturbance,-1,
45609808,"Assault by strike by baseball bat, sequela",4054807,Late effects of assault,broadMatch,,,,"Assault by strike by baseball bat, sequela",-1,
45609959,"Unspecified blood type, Rh negative",4013540,RhD negative,exactMatch,,,,"blood type, Rh negative",-1,
45609993,Acquired absence of left breast and nipple,36717483,Acquired total absence of breast,broadMatch,,,,Acquired absence of left breast and nipple,-1,
45755391,Hordeolum and chalazion,376125,Disorder of eyelid,broadMatch,,,,Hordeolum and chalazion,-1,
45755405,Other degenerative disorders of nervous system in diseases classified elsewhere,4213310,Degenerative disease of the central nervous system,exactMatch,,,,degenerative disorders of nervous system,-1,
45755524,"Other meniscus derangements, Medial collateral ligament or Other and unspecified medial meniscus",77066,Derangement of medial meniscus,broadMatch,,,,medial meniscus derangement,-1,
45885744,Haemorrhagic fever with renal syndrome,37399017,Hemorrhagic fever with renal syndrome,exactMatch,,,,Haemorrhagic fever with renal syndrome,37399017,Hemorrhagic fever with renal syndrome
45886125,Medical device site inflammation,43021990,Inflammation associated with device,exactMatch,,,,Medical device site inflammation,-1,
45887097,Topical adhesive allergy,4303675,Allergic reaction to adhesive,exactMatch,,,,Topical adhesive allergy,-1,
45891758,Whole blood thallium concentration,46284148,Whole blood thallium concentration measurement,exactMatch,,,,Whole blood thallium concentration,46284148,Whole blood thallium concentration measurement
