concept_id_1,concept_name_1,relationship_id,concept_code_2,concept_name_2
22426,Congenital macrostomia,Is a,60447007,Congenital anomaly of tongue
73021,Bilateral congenital dislocation of hip,Is a,10155006,Bilateral congenital dislocation of hip
73021,Bilateral congenital dislocation of hip,Is a,716638009,Longitudinal deficiency of part of limb
73362,Crushing injury of multiple sites of upper limb,Subsumes,19180002,Crushing injury of upper arm
72986,Disorder of lower leg,Subsumes,16018071000119103,Osteopathy of left fibula following poliomyelitis
30365,Panhypopituitarism,Is a,106176003,Endocrine finding
30365,Panhypopituitarism,Is a,32390006,Panhypopituitarism
30365,Panhypopituitarism,Is a,154091000119106,Decline in functional status
193782,End-stage renal disease,Is a,249578005,Kidney finding
193782,End-stage renal disease,Is a,1156448003,Impaired urinary system function
193782,End-stage renal disease,Is a,443143006,Dependence on hemodialysis
193782,End-stage renal disease,Is a,1148582006,Finding of renal function
193782,End-stage renal disease,Is a,429075005,Dependence on dialysis due to end stage renal disease
73553,Arthropathy,Is a,128133004,Disorder of elbow
73553,Arthropathy,Is a,298869002,Finding of elbow joint
73553,Arthropathy,Is a,399269003,Arthropathy
73553,Arthropathy,Subsumes,426407008,Fistula of elbow joint
28403,Gigantism and acromegaly,Is a,267386008,Gigantism and acromegaly
73338,Sprain of lateral collateral ligament of knee,Is a,35726004,Sprain of lateral collateral ligament of knee
73338,Sprain of lateral collateral ligament of knee,Is a,11760701000119108,Sprain of left knee
30284,Motion sickness,Subsumes,445053006,Dysfunction of vestibular system
31610,Disorder of esophagus,Subsumes,367431005,Disorder of upper esophageal sphincter
30284,Motion sickness,Subsumes,55664001,Obliterative otosclerosis involving oval window
72410,Infection of bone,Is a,699699005,Disorder of vertebral column
72410,Infection of bone,Is a,240272004,Infection of bone associated with bone fixation device
72562,Gonococcal spondylitis,Is a,406581000,Gonococcal infection of the central nervous system
72562,Gonococcal spondylitis,Is a,274144001,Osteitis
72562,Gonococcal spondylitis,Is a,721240006,Meningitis caused by gram-negative aerobic coccus
72562,Gonococcal spondylitis,Is a,733131001,Infection of musculoskeletal system caused by Neisseria gonorrhoeae
72562,Gonococcal spondylitis,Is a,699699005,Disorder of vertebral column
72562,Gonococcal spondylitis,Is a,111253001,Infection of bone
72400,Arthropathy of the pelvic region and thigh associated with helminthiasis,Is a,111215006,Arthropathy associated with helminthiasis
72400,Arthropathy of the pelvic region and thigh associated with helminthiasis,Is a,1679003,Arthritis associated with another disorder
73302,Curvature of spine,Subsumes,298382003,Scoliosis deformity of spine
25068,Branchial cleft sinus and fistula,Is a,276752006,Embryological remnant
25068,Branchial cleft sinus and fistula,Is a,274751001,Mass of head and/or neck
25068,Branchial cleft sinus and fistula,Is a,362998000,Branchial cleft anomaly
25068,Branchial cleft sinus and fistula,Is a,402810002,Developmental malformation of branchial arch
25068,Branchial cleft sinus and fistula,Is a,428794004,Fistula
29783,Severe combined immunodeficiency disease,Is a,31323000,Severe combined immunodeficiency disease
29783,Severe combined immunodeficiency disease,Is a,414030009,Disorder of immune structure
30284,Motion sickness,Subsumes,262764000,Noise-induced permanent threshold shift
26847,"Splinter of neck, without major open wound",Is a,287113008,Splinter in arm
26847,"Splinter of neck, without major open wound",Is a,287108009,Splinter in neck
73553,Arthropathy,Subsumes,429554009,Arthropathy of elbow
24006,Sickle cell-hemoglobin C disease,Is a,47047009,Thalassemia with other hemoglobinopathy
24006,Sickle cell-hemoglobin C disease,Is a,51053007,Hemoglobin C disease
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,303891000119104,Chronic gout of ankle without tophus due to renal impairment
72406,Old disruption of ligament of knee other than collateral AND/OR cruciate ligaments,Is a,14949009,Old disruption of ligament of knee
72406,Old disruption of ligament of knee other than collateral AND/OR cruciate ligaments,Is a,774130003,Arthropathy of right knee joint
72406,Old disruption of ligament of knee other than collateral AND/OR cruciate ligaments,Is a,13260001000004107,Injury of right knee
29783,Severe combined immunodeficiency disease,Subsumes,234571003,"Warts, hypogammaglobulinemia, infections, and myelokathexis"
73362,Crushing injury of multiple sites of upper limb,Is a,125595000,Injury of upper arm
73362,Crushing injury of multiple sites of upper limb,Is a,9560007,Crushing injury of upper limb
28127,"Multiple endocrine neoplasia, type 1",Subsumes,94417005,Metastatic malignant neoplasm to multiple endocrine glands
24134,Neck pain,Is a,271587009,Stiffness
24134,Neck pain,Is a,298378000,Finding of neck region
30346,Primary malignant neoplasm of neck,Is a,363507003,Malignant tumor of pharynx
30346,Primary malignant neoplasm of neck,Is a,109921007,"Primary malignant neoplasm of peripheral nerve of head, face and/or neck"
30346,Primary malignant neoplasm of neck,Is a,93922007,Primary malignant neoplasm of neck
30284,Motion sickness,Subsumes,91108004,Cochlear otosclerosis
73616,Open fracture of lunate bone of wrist,Subsumes,209297009,Open fracture subluxation lunate (volar)
28385,Disorder of posterior pituitary,Subsumes,1296920003,Secondary vasopressin deficiency
73686,Tuberculosis of genitourinary system,Subsumes,44323002,Tuberculosis of kidney
22955,Perforation of esophagus,Subsumes,23387001,Perforation of esophagus
72986,Disorder of lower leg,Subsumes,301581000119104,Abscess of tendon sheath of left lower leg
24660,Acute tonsillitis,Is a,17741008,Acute tonsillitis
24660,Acute tonsillitis,Is a,27878001,Follicular tonsillitis
26908,Vincent's angina,Is a,31642005,Acute gingivitis
26908,Vincent's angina,Is a,63171007,Acute infectious disease
26908,Vincent's angina,Is a,282754004,Gum injury
26908,Vincent's angina,Is a,95880003,Soft tissue infection
26908,Vincent's angina,Is a,609410002,Necrosis of anatomical site
26908,Vincent's angina,Is a,312128007,Bacterial oral infection
26908,Vincent's angina,Is a,300251004,Lesion of gingivae
26908,Vincent's angina,Is a,712657002,Infection caused by Fusobacterium
28462,Fistula of salivary gland,Subsumes,196497007,Fistula of sublingual gland
73889,Sprain of distal tibiofibular ligament,Is a,263126002,Ligament injury
73889,Sprain of distal tibiofibular ligament,Is a,125610000,Joint injury
73889,Sprain of distal tibiofibular ligament,Is a,282026002,Soft tissue injury
73889,Sprain of distal tibiofibular ligament,Is a,240019006,Lesion of ligaments of the ankle region
73889,Sprain of distal tibiofibular ligament,Is a,11853811000119100,Injury of right ankle
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,201571000,Reactive arthritis of joint of ankle
73372,Burn of breast,Is a,62112002,Injury of breast
73372,Burn of breast,Is a,290073004,Lesion of breast
73287,Crystal arthropathy of ankle AND/OR foot,Is a,75468006,Crystal arthropathy of ankle AND/OR foot
73287,Crystal arthropathy of ankle AND/OR foot,Is a,239872002,Osteoarthritis of hip
73313,Longitudinal deficiency of tarsal bone,Is a,302297009,Congenital deformity of foot
73313,Longitudinal deficiency of tarsal bone,Is a,299561000,Deformity of bone in foot
73313,Longitudinal deficiency of tarsal bone,Is a,1344689004,Congenital deformity of musculoskeletal system
73313,Longitudinal deficiency of tarsal bone,Is a,253946005,Congenital undergrowth of partial lower limb
73313,Longitudinal deficiency of tarsal bone,Is a,271089001,Deformity of carpal bone
73313,Longitudinal deficiency of tarsal bone,Is a,92951004,Congenital abnormal shape of tarsal bone
72516,Burn of knee,Maps to,19684007,Burn of knee
73614,Closed fracture of seven ribs,Maps to,73884,Closed fracture of three ribs
72418,Scoliosis deformity of spine,Maps to,111268000,Lordosis and scoliosis deformity of spine
73036,Closed fracture of olecranon process of ulna,Maps to,64902007,Closed fracture of olecranon process of ulna
73318,Polydactyly of fingers,Maps to,81793007,Polydactyly of fingers
73012,Lordosis deformity of spine,Maps to,111268000,Lordosis and scoliosis deformity of spine
73075,Contusion of upper limb,Maps to,40257000,Contusion of shoulder region
74124,Traumatic arthropathy,Maps to,58188004,Traumatic arthropathy
72404,Joint stiffness,Maps to,73841,Multiple stiff joints
28462,Fistula of salivary gland,Maps to,75260002,Fistula of salivary gland
73365,Epidermal burn of elbow,Maps to,33826007,Epidermal burn of elbow
72459,Closed fracture of two ribs,Maps to,73884,Closed fracture of three ribs
72486,Blister of elbow without infection,Maps to,84208005,Blister of elbow without infection
28115,Benign neoplasm of pineal gland,Maps to,92294001,Benign neoplasm of pineal gland
24602,Benign neoplasm of esophagus,Maps to,92091003,Benign neoplasm of esophagus
73888,Open fracture of navicular bone of foot,Maps to,73015009,Open fracture of navicular bone of foot
24884,Benign neoplasm of carotid body,Maps to,92044005,Benign neoplasm of carotid body
22340,Esophageal varices without bleeding,Maps to,195474004,Esophageal varices associated with another disorder
26727,Hematemesis,Maps to,8765009,Hematemesis
72708,Traumatic arthropathy of the shoulder region,Maps to,201932009,Traumatic arthropathy of the shoulder region
73041,Closed fracture of five ribs,Maps to,73884,Closed fracture of three ribs
72618,Disorder of skeletal muscle,Maps to,75047002,Disorder of skeletal muscle
73383,Full thickness burn of foot,Maps to,30044002,Full thickness burn of foot
72465,Closed fracture of one or more phalanges of hand,Maps to,1286750004,Closed fracture of phalanx of multiple fingers
73091,Deep third degree burn of breast,Maps to,89843004,Deep third degree burn of breast
30441,Sialolithiasis,Maps to,28826002,Sialolithiasis
31821,Disorder of endocrine system,Maps to,127345001,Disorder of endocrine gonad
74080,Orthostatic proteinuria,Maps to,29738008,Proteinuria
73017,Congenital anomaly of toe,Maps to,9989000,Congenital anomaly of toe
73341,Closed fracture of head of radius,Maps to,68854005,Closed fracture of head of radius
73553,Arthropathy,Maps to,429554009,Arthropathy of elbow
27826,Combination of endocrine dysfunction,Maps to,111546006,Polyglandular dysfunction
73183,Myotonic disorder,Maps to,75047002,Disorder of skeletal muscle
22340,Esophageal varices without bleeding,Maps to,24966,Esophageal varices
30274,Full thickness burn of neck,Maps to,40261006,Full thickness burn of neck
73554,Kashin-Beck disease of the pelvic region and thigh,Maps to,201992007,Transient arthropathy of the pelvic region and thigh
72418,Scoliosis deformity of spine,Maps to,73012,Lordosis deformity of spine
72407,Effusion of joint of shoulder region,Maps to,311021000119106,Intermittent effusion of joint of right shoulder region
73819,Pain of breast,Maps to,53430007,Pain of breast
72618,Disorder of skeletal muscle,Maps to,73183,Myotonic disorder
23164,Disorder of anterior pituitary,Maps to,51742006,Disorder of anterior pituitary
24966,Esophageal varices,Maps to,195474004,Esophageal varices associated with another disorder
72459,Closed fracture of two ribs,Maps to,12204004,Closed fracture of multiple ribs
73343,Closed posterior dislocation of hip,Maps to,208894000,"Closed traumatic dislocation hip joint, posterior"
73686,Tuberculosis of genitourinary system,Maps to,4445009,Tuberculosis of genitourinary system
72459,Closed fracture of two ribs,Maps to,73041,Closed fracture of five ribs
72715,Exostosis,Maps to,16028231000119104,Exostosis of right foot
26935,Disorder of endocrine testis,Maps to,73820008,Disorder of endocrine testis
27835,Neoplasm of uncertain behavior of pituitary gland,Maps to,95004009,Neoplasm of uncertain behavior of pituitary gland
31610,Disorder of esophagus,Maps to,37657006,Disorder of esophagus
73723,Benign neoplasm of epididymis,Maps to,354141000119105,Benign neoplasm of left epididymis
22871,Neoplasm of uncertain behavior of pineal gland,Maps to,95002008,Neoplasm of uncertain behavior of pineal gland
72459,Closed fracture of two ribs,Maps to,73614,Closed fracture of seven ribs
73041,Closed fracture of five ribs,Maps to,12204004,Closed fracture of multiple ribs
24134,Neck pain,Maps to,161882006,Stiff neck
72991,Traumatic arthropathy of multiple sites,Maps to,201940003,Traumatic arthropathy of multiple sites
73884,Closed fracture of three ribs,Maps to,12204004,Closed fracture of multiple ribs
73361,Abrasion and/or friction burn of elbow with infection,Maps to,111712008,Abrasion and/or friction burn of elbow with infection
73838,Pyogenic arthritis of multiple sites,Maps to,34934005,Pyogenic arthritis of multiple sites
73041,Closed fracture of five ribs,Maps to,73614,Closed fracture of seven ribs
73913,Burn of shoulder,Maps to,57143002,Burn of shoulder
72988,Pyogenic arthritis of hand,Maps to,61112000,Pyogenic arthritis of hand
73072,Crushing injury of upper arm,Maps to,19180002,Crushing injury of upper arm
25211,Iatrogenic pituitary disorder,Maps to,190470005,Idiopathic panhypopituitarism
22281,Sickle cell-hemoglobin SS disease,Maps to,26942,Hemoglobin SS disease with crisis
73122,Tuberculosis of knee,Maps to,17136009,Tuberculosis of knee
72487,Crushing injury of foot,Maps to,74682007,Crushing injury of toe
72421,Solitary bone cyst,Maps to,203467005,Solitary bone cyst
72997,Articular cartilage disorder of upper arm,Maps to,428029006,Articular cartilage disorder of elbow
72405,Osteoarthritis of shoulder region,Maps to,73840,"Localized, primary osteoarthritis of the shoulder region"
72469,Closed traumatic dislocation of joint of shoulder region,Maps to,22911007,Closed traumatic dislocation of joint of shoulder region
72377,Shoulder girdle dystocia,Maps to,89700002,Shoulder girdle dystocia
73614,Closed fracture of seven ribs,Maps to,12204004,Closed fracture of multiple ribs
22955,Perforation of esophagus,Maps to,23387001,Perforation of esophagus
73373,Epidermal burn of upper limb,Maps to,49523001,Epidermal burn of multiple sites of upper limb
23567,Branchial cleft cyst,Maps to,59857007,Branchial cleft cyst
