source_concept_id,source_term,map_method,target_concept_id,target_concept_name,predicate,target_concept_id_b,target_concept_name_b,predicate_b,cleaned_term,mapped_concept_id,mapped_concept_name,is_correct,mapped_rationale,overall_accuracy
45600637,Type 1 diabetes mellitus with other diabetic kidney complication,llm,200687,Renal disorder due to type 1 diabetes mellitus,exactMatch,,,,Type 1 diabetes mellitus with diabetic kidney complication,200687,Renal disorder due to type 1 diabetes mellitus,True,"The source term describes a clinical manifestation of type 1 diabetes mellitus that involves kidney disease (diabetic nephropathy, proteinuria, reduced GFR, potential progression to CKD).   - Specificity: The target concept *Renal disorder due to type 1 diabetes mellitus* precisely captures “kidney dysfunction directly attributable to type 1 diabetes mellitus” and lists abnormal urine protein excretion and declining renal function as presenting features—exactly the renal complications described in the source. It does not add any extra qualifiers (e.g., “chronic,” “stage 2,” or specific GFR ranges) that would make it more specific than the source term.   - Generality: The target is not more general; it does not broaden the scope beyond the kidney involvement secondary to type 1 diabetes. It does not introduce unrelated details or subtypes that were not present in the source.   - Context: Within the SNOMED vocabulary, this concept is classified as a Disorder and is a child of “Disorder of kidney due to diabetes mellitus; Disorder due to type 1 diabetes mellitus,” placing it correctly in the clinical hierarchy for diabetic renal complications. Its synonyms (“Renal disorder associated with type I diabetes mellitus,” etc.) reinforce its relevance to the source description.    Because the target concept exactly mirrors the clinical presentation, etiology, and organ system involved without over‑specifying or under‑specifying the condition, it is the exact clinical equivalent of the source term. No other target concept aligns as precisely while satisfying the specificity and generality constraints.",0.8608108108108108
45595795,Type 1 diabetes mellitus with diabetic polyneuropathy,llm,37017431,Polyneuropathy due to type 1 diabetes mellitus,exactMatch,,,,Type 1 diabetes mellitus with diabetic polyneuropathy,37017431,Polyneuropathy due to type 1 diabetes mellitus,True,"The source term describes a precise clinical entity—diabetes mellitus type 1 accompanied by polyneuropathy that is directly caused by the diabetes. The target concept “Polyneuropathy due to type 1 diabetes mellitus” (ID 37017431) is defined as “A disorder of peripheral nerves caused by chronic hyperglycemia in patients with type 1 diabetes mellitus, manifesting as symmetric sensorimotor or autonomic neuropathy.” This definition preserves all essential details of the source:   - Specificity – It refers explicitly to polyneuropathy (not merely peripheral neuropathy or neuropathy of an unspecified type) and ties it to type 1 diabetes, matching the source’s etiology and scope.   - Generality – It does not add extra qualifiers (e.g., “with ulcer,” “mononeuropathy,” or “autonomic”) that would over‑specify the condition.   - Contextual validity – The concept is classified within the SNOMED “Condition” domain, under the parent “Polyneuropathy due to diabetes mellitus,” confirming its appropriate clinical context and hierarchy.    Because the target concept exactly mirrors the source term’s clinical presentation, prognosis (chronic hyperglycemia leading to symmetric neuropathy), and required treatment focus (glycemic control to halt progression), it constitutes an exact clinical equivalent. No broader or narrower concept satisfies these criteria, so this is the appropriate match.",0.8608108108108108
1102629,"Type 1 diabetes mellitus, presymptomatic, Stage 1",llm,37174264,Presymptomatic type 1 diabetes mellitus,exactMatch,,,,"Type 1 diabetes mellitus, presymptomatic, Stage 1",37174264,Diabetes mellitus type 1 stage 1,True,"- Specificity: The source term describes the *initial* phase of type 1 diabetes characterized by autoimmune beta‑cell destruction and only mild dysglycaemia *before* any overt clinical symptoms – essentially the presymptomatic, stage‑1 disease. The target concept “Diabetes mellitus type 1 stage 1” is defined as “the initial clinical stage marked by autoantibody positivity and impaired glucose tolerance without overt hyperglycaemia or symptoms.” This preserves all key clinical details (autoimmune etiology, stage 1, presymptomatic nature, mild dysglycaemia) and does not add or omit any required element.   - Generality: The target is not more general than the source; it retains the explicit “stage 1” designation and the presymptomatic context. It is also not more specific (e.g., it does not introduce extra findings such as hyperglycaemia, complications, or later‑stage features).   - Context Validation: The target’s vocabulary context places it under the class “Disorder,” domain “Condition,” with parents “Type 1 diabetes mellitus;Autoimmune endocrine disease,” matching the clinical category of the source term. Its synonyms and definitions are consistent with the early, presymptomatic stage of type 1 diabetes.   - No Over‑Specification or Under‑Specification: Unlike broader terms such as “Type 1 diabetes mellitus” (ID 201254) or narrower terms like “Diabetes mellitus type 1 stage 2” (ID 37174265), the selected target exactly aligns with the source’s stage and presymptomatic presentation, satisfying both rules 1 and 2.   - No Better Candidate: All other target concepts either refer to later stages, distinct complications, unrelated conditions, or broader/narrower categories, and therefore fail to meet the exact clinical equivalence required.    Hence, the concept 37174264 – Diabetes mellitus type 1 stage 1 is the exact clinical equivalent of the source term “Type 1 diabetes mellitus, presymptomatic, Stage 1.”",0.8608108108108108
1102630,"Type 1 diabetes mellitus, presymptomatic, Stage 2",llm,37174265,Presymptomatic type 1 diabetes mellitus,exactMatch,,,,"Type 1 diabetes mellitus, presymptomatic, Stage 2",37174265,Diabetes mellitus type 1 stage 2,True,"- Specificity: The source term specifies “presymptomatic” and “Stage 2” of type 1 diabetes, meaning the individual has islet autoantibodies and dysglycemia but no overt hyperglycemia or clinical signs. The target concept *Diabetes mellitus type 1 stage 2* precisely describes “Stage 2 of type 1 diabetes where dysglycemia is evident (elevated blood glucose levels) but the patient remains asymptomatic, reflecting early β‑cell dysfunction.” This captures all key elements—presymptomatic status, presence of dysglycemia, and stage 2—without adding extraneous detail or omitting any. - Generality: The target does not broaden the definition (e.g., it does not simply say “presymptomatic type 1 diabetes” which could include stage 1) nor does it over‑specify with extra qualifiers not present in the source (e.g., it does not mention “insulin therapy” or “complications”). It matches the source exactly in scope. - Context Validation: The target concept is classified as a *Disorder* within the *Condition* domain of the SNOMED vocabulary. Its parents include *Type 1 diabetes mellitus*, *Autoimmune endocrine disease*, *Dysglycemia*, and *Impaired glucose tolerance*, aligning perfectly with the clinical context of the source term. The synonym “Diabetes mellitus type 1 stage 2 (disorder)” directly mirrors the source’s phrasing. - Rule Compliance:    - *Maintain Specificity*: The target preserves all specifics (presymptomatic, Stage 2, dysglycemia) and does not become more general (e.g., “Presymptomatic type 1 diabetes mellitus” alone would be broader).   - *Maintain Generality*: It does not add details not in the source (e.g., it does not mention “progression to clinical disease” or “requirement for insulin therapy”).   - *Validate Context*: The vocabulary context (parents, domain, synonyms) confirms clinical and semantic appropriateness. - No Better Match: All other target concepts either lack the explicit “stage 2” designation (e.g., ID 1244603 “Presymptomatic type 1 diabetes mellitus”), refer to a different stage (stage 1 or stage 3), or describe unrelated conditions (e.g., “Impaired glucose tolerance”). Therefore, the best and only exact clinical equivalent is ID 37174265.",0.8608108108108108
37200223,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",llm,43530685,Proliferative retinopathy due to type 2 diabetes mellitus,broadMatch,,,,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",-1,no_match,True,,0.8608108108108108
37614126,"Type 2 diabetes mellitus, with neurological complications",llm,376065,Disorder of nervous system due to type 2 diabetes mellitus,exactMatch,,,,"Type 2 diabetes mellitus, with neurological complications",376065,Disorder of nervous system due to type 2 diabetes mellitus,True,"The source term denotes type 2 diabetes mellitus accompanied by nervous‑system involvement (e.g., peripheral and autonomic neuropathy). The target concept 376065 is defined precisely as “a condition in which type 2 diabetes mellitus causes dysfunction of the nervous system, encompassing peripheral neuropathy, autonomic neuropathy, and other neurological manifestations secondary to chronic hyperglycemia.” This definition preserves all key elements of the source: it is specific to type 2 diabetes, it describes neurological complications, and it does not add extra qualifiers or broaden the scope (e.g., it does not include type 1 diabetes or unrelated nervous‑system disorders). It also does not over‑specify a particular neuropathy subtype; rather, it captures the full category of nervous‑system disorders due to type 2 diabetes, matching the source term’s clinical presentation and implications exactly. Therefore, according to the rules of specificity, generality, and contextual validation, this target concept is the exact clinical equivalent.",0.8608108108108108
1409178,"Type 2 diabetes mellitus, with peripheral circulatory complications",llm,443729,Peripheral circulatory disorder due to type 2 diabetes mellitus,exactMatch,,,,"Type 2 diabetes mellitus, with peripheral circulatory complications",443729,Peripheral circulatory disorder due to type 2 diabetes mellitus,True,"The target concept exactly captures the clinical scenario described in the source term. It denotes a peripheral circulatory disorder that occurs specifically *due to* type 2 diabetes mellitus, which is synonymous with “peripheral circulatory complications” in the context of type 2 diabetes. The concept preserves all key details: it references type 2 diabetes as the underlying condition and describes the peripheral circulatory manifestation without adding extra qualifiers (e.g., severity, laterality, or specific symptoms) that are not present in the source term. It is neither broader (which would lose the diabetes‑specific focus) nor more specific (which would introduce details such as “angiopathy” or “poor control” not mentioned in the source). The vocabulary context (parents, children, synonyms) aligns with peripheral vascular disorders secondary to type 2 diabetes, confirming semantic appropriateness. Therefore, this concept represents an exact clinical equivalent to the source term.",0.8608108108108108
1572015,Umbilical hemorrhage of newborn,llm,438259,Umbilical hemorrhage after birth,exactMatch,,,,Umbilical hemorrhage of newborn,4167918,Umbilical hemorrhage,False,"- Specificity: The target concept’s definition states *“Bleeding originating from the umbilical cord or stump in a newborn, representing a perinatal hemorrhage.”* This preserves every clinical detail of the source term – the site (umbilical cord or stump), the timing (in a newborn), and the classification as a perinatal hemorrhage. No additional qualifiers (e.g., severity, associated findings) are introduced, so the target is not broader or narrower than the source.   - Generality: The target does not over‑specify the condition (e.g., it does not add “massive,” “after birth,” or any sub‑type). It exactly mirrors the source’s scope, merely using a slightly different phrasing.   - Context: The concept is classified within the SNOMED vocabulary as a Disorder with parent categories that include “Disorder of umbilical cord” and “Hemorrhage of blood vessel,” aligning with the clinical context of umbilical bleeding in newborns. Its synonyms (“Umbilical haemorrhage; Bleeding from umbilical cord”) further confirm that it refers to the same phenomenon described in the source term.    Because the target concept exactly reflects the source term’s clinical presentation, prognosis, and treatment implications without broadening or over‑specifying, it is the precise equivalent. No other target meets all the stipulated rules as accurately.",0.8608108108108108
43054093,Undifferentiated nasopharyngeal carcinoma,llm,4306501,Undifferentiated carcinoma of nasopharynx,exactMatch,,,,Undifferentiated nasopharyngeal carcinoma,4306501,Undifferentiated carcinoma of nasopharynx,True,"- Specificity: The target concept’s definition is *identical* to the source definition – it describes an aggressive malignant tumor of the nasopharynx composed of undifferentiated epithelial cells, with the same presenting features (mass effect, epistaxis, conductive hearing loss, cervical lymphadenopathy) and the same prognosis (poor, limited response to chemotherapy and radiation). No additional or missing clinical details are introduced.   - Generality: The target does not add any extra qualifiers (e.g., “non‑keratinizing,” “primary,” or site‑specific wall designation) that would make it more specific than the source; it matches the source term exactly in scope.   - Context Validation: The concept belongs to the SNOMED vocabulary, class Disorder, domain Condition, and its parent hierarchy (“Malignant tumor of nasopharynx; Carcinoma of pharynx”) correctly reflects a primary malignant neoplasm of the nasopharynx. Its children terms are merely sub‑site subdivisions and do not alter the core definition.   - Rule Compliance: The match neither broadens nor narrows the source term and respects the clinical context, making it an exact clinical equivalent.    Therefore, the single standard concept that exactly corresponds to “Undifferentiated nasopharyngeal carcinoma” is 4306501 – Undifferentiated carcinoma of nasopharynx.",0.8608108108108108
35205669,Urban rabies,llm,377793,Rabies,broadMatch,,,,Urban rabies,-1,no_match,True,,0.8608108108108108
45543904,Vaginismus,llm,193261,Vaginospasm,exactMatch,,,,Vaginismus,-1,no_match,False,,0.8608108108108108
42491566,"Varus deformity, NEC, multiple sites",llm,37110367,Acquired varus deformity of limb,broadMatch,,,,"Varus deformity, multiple sites",-1,no_match,True,,0.8608108108108108
1102905,Waldenstrom macroglobulinemia not having achieved remission,llm,4098597,Waldenstrom macroglobulinemia,exactMatch,,,,"Waldenstrom macroglobulinemia, not having achieved remission",-1,no_match,False,,0.8608108108108108
45557037,Waldenstr�m macroglobulinaemia,llm,4098597,Waldenstr�m macroglobulinemia,exactMatch,,,,Waldenstr�m macroglobulinaemia,4098597,Waldenström macroglobulinemia,True,"The target concept exactly corresponds to the source term in both name and clinical description. Its preferred name is “Waldenstrøm macroglobulinemia,” and its synonym list explicitly includes “Waldenstrøm macroglobulinaemia,” matching the source spelling. The definition describes a rare, indolent B‑cell lymphoproliferative disorder producing a monoclonal IgM paraprotein, causing hyperviscosity, peripheral neuropathy, organomegaly, anemia, fatigue, and possible cryoglobulinemia, and it outlines the same therapeutic spectrum (watchful waiting, rituximab, chemotherapy, proteasome inhibitors, stem‑cell transplantation). The concept is classified as a “Disorder” within the “Condition” domain of SNOMED, with parent relationships that place it under macroglobulinemia, monoclonal gammopathy (clinical), and malignant lymphoma‑lymphoplasmacytic—reflecting the same clinical context as the source term. No additional qualifiers (e.g., specific organ site, stage, or laboratory values) are introduced, preserving the exact specificity of the source; likewise, it does not broaden the term to a more general category. Therefore, it satisfies the rules of maintaining specificity and generality, and its vocabulary context is clinically appropriate, making it an exact clinical equivalent.",0.8608108108108108
45537526,"War operations involving rubber bullets, military personnel, initial encounter",llm,434834,War injury due to rubber bullets,exactMatch,,,,War operations involving rubber bullets,4055237,Injury due to rubber bullet,False,"- Specificity: The source term describes blunt‑force trauma from rubber projectiles in a war setting, resulting in contusions, bruising, fractures, or ocular injuries. The target concept *Injury due to rubber bullet* explicitly lists bruising, swelling, fractures, and eye injury as typical outcomes, preserving exactly those clinical manifestations without introducing unrelated categories.   - Generality: The target does not over‑specify the source; it refers to the same mechanism (rubber projectile) and the same spectrum of injuries. Adding the descriptor “low‑velocity missile injury” is inherent to rubber‑bullet trauma and does not add extraneous detail that was not present in the source definition.   - Context validation: The concept is classified within the SNOMED “Condition” domain as a “Disorder” under “Injury due to low velocity bullet,” which is the appropriate clinical taxonomy for trauma caused by rubber bullets. Its parent hierarchy aligns with other ballistic injuries, confirming semantic suitability.   - No added or omitted key details: All key elements of the source — war context, rubber projectile use, and resulting blunt‑force injuries (contusions, bruising, fractures, ocular trauma) — are retained. No extra outcomes (e.g., infection, legal context) are introduced that were absent from the source definition.    Therefore, the target concept 4055237 – Injury due to rubber bullet is the exact clinical equivalent of the source term.",0.8608108108108108
42483858,"Zoonotic bacterial disease, unspecified",llm,432545,Bacterial infectious disease,broadMatch,,,,Zoonotic bacterial disease,-1,no_match,True,,0.8608108108108108
45457257,[D]Urinary system symptoms,llm,74174,Urinary symptoms,exactMatch,,,,[D]Urinary system symptoms,74174,Urinary symptoms,True,"- Specificity: The source term refers to a collection of clinical manifestations that arise from the urinary tract (e.g., dysuria, frequency, urgency, hematuria, incontinence, discomfort). The target concept “Urinary symptoms” is defined as *general signs and symptoms referable to the urinary system, including alterations in urine volume, pain, or appearance*. It captures exactly the same scope—all urinary‑tract manifestations—without adding or omitting any of the key elements (location, severity, timing, or type of symptom).   - Generality: The target is not more specific (e.g., it does not single out dysuria, polyuria, or bladder pain) nor more general (it does not broaden to a disorder or a procedure). It remains at the same level of abstraction as the source: a category of urinary‑tract findings.   - Context Validation: The concept’s vocabulary context confirms its suitability:     - Concept class: “Clinical Finding” (same class as symptoms/findings).     - Parents: “Urinary system finding; Finding reported by subject or history provider”, placing it directly under urinary‑system findings.     - Domain: “Observation”, matching the observational nature of symptoms.     - Synonyms: Includes “Urinary system symptoms”, directly mirroring the source term.     - Children: None, indicating it is a top‑level finding rather than a sub‑category.   - Rule Compliance: The match does not broaden (Rule 1) nor over‑specify (Rule 2). It preserves all clinical details present in the source term and is clinically appropriate within the SNOMED vocabulary.    Therefore, “Urinary symptoms” (ID 74174) is the exact clinical equivalent of the source term “Urinary system symptoms”.",0.8608108108108108
45494505,[X]Fall on/from ladder,llm,432803,Fall from ladder,exactMatch,,,,[X]Fall on/from ladder,432803,Fall from ladder,True,"- Specificity: The target “Fall from ladder” precisely describes an accidental fall that occurs while a person is on, ascending, or descending a ladder, matching the source’s core clinical scenario. It does not broaden the concept (e.g., it does not refer merely to “Fall” which is too general) and it does not over‑specify a subtype that adds unrelated constraints; the only additional wording (“due to loss of balance or structural failure”) introduces a possible cause but does not alter the essential event of falling from a ladder. - Generality: The target is not more specific than the source in terms of required clinical details. Both retain the key elements of ladder involvement, accidental loss of balance/footing, impact with a surface, and injury severity dependent on height and landing surface. No extra anatomical site or unrelated context is introduced. - Context Validation: The concept is classified as an Event within the Observation domain of the SNOMED vocabulary. Its parent hierarchy is “Accidental fall,” aligning with the source’s classification. The concept’s synonyms (“Fall from ladder (event);Fall off ladder”) reinforce that it denotes the same clinical event. - No Better Alternative: All other ladder‑related targets either introduce extraneous contexts (e.g., water transport, scaffold, cliff) or are too general (“Fall”) or too specific to other furniture. Hence, the only exact clinical equivalent is the concept with ID 432803.",0.8608108108108108
44820068,Other abnormality of urination,llm,45757776,Abnormal urination,exactMatch,,,,abnormality of urination,45757776,Abnormal urination,True,"- Rule 1 – Specificity: The source term denotes *any deviation* from normal urinary flow, frequency, volume, control, or associated symptoms that signals underlying pathology. The target “Abnormal urination” is defined as “a clinical finding denoting any abnormal pattern or function of urination, reflecting alterations in the micturition process that may signal disease.” It preserves *all* key aspects—pattern/function, possible disease signal—without adding extra qualifiers, thus matching the source’s level of specificity exactly.   - Rule 2 – Generality: The target does not over‑specify the source; it does not limit the abnormality to a particular subtype (e.g., only stream or only volume) but covers the full spectrum of urinary dysfunction, which aligns with the source’s broad definition.   - Rule 3 – Context Validation: The target is classified as a Clinical Finding within the Micturition finding hierarchy, under the Observation domain in SNOMED. This context is precisely the same as that expected for a clinical sign describing abnormal urination, confirming semantic suitability.   - Rule 4 – Non‑essential phrases: The source’s wording (“abnormality of urination”) does not include qualifiers like “unspecified” or “not otherwise specified,” and the target likewise is a generic finding without such modifiers.   - Rule 5 – Exact match: The target concept is an exact clinical equivalent; no other target is broader or narrower while preserving all defining characteristics. Hence, the best and only appropriate match is 45757776 – Abnormal urination.",0.8608108108108108
44819551,"Other and unspecified alcohol dependence, episodic",llm,435243,Alcohol dependence,exactMatch,435532.0,Episodic chronic alcoholism,exactMatch,"alcohol dependence, episodic",-1,no_match,False,"The source term denotes a *pattern of alcohol use* that is episodic and includes physiological dependence (tolerance, withdrawal, loss of control) with continued drinking despite adverse consequences, separated by periods of abstinence or reduced intake.    - Nondependent alcohol abuse, episodic (id 440685) – lacks physiological dependence, so it is too general with respect to the clinical features.   - Episodic drug abuse (id 4143110), Alcohol abuse (id 433753), Substance abuse (id 4279309) – refer to abuse, not dependence, and are therefore broader in concept.   - Alcohol dependence (id 435243) – is a broader category that may be continuous or episodic; it does not specify the episodic pattern, violating the requirement to preserve all key details.   - Episodic chronic alcoholism (id 435532) – adds the qualifier “chronic” (and “severe”) to the description. This makes the target more specific (a narrower subclass) than the source, which does not mention chronicity. According to rule 2, a target must not be more specific than the source term.   - Substance dependence, episodic (id 37165529), Combined substance dependence, excluding opioid, episodic (id 37165543), Episodic opioid dependence (id 440379), Hypnotic dependence, episodic (id 37164458), Inhalant dependence, episodic (id 44782680), etc. – these concepts are either not alcohol‑specific or are subtypes of broader dependence categories, thus failing the specificity and contextual suitability criteria.    Because none of the listed target concepts exactly preserves the episodic alcohol dependence pattern without either broadening the scope (e.g., general dependence) or adding unsupported qualifiers (e.g., “chronic”), there is no exact clinical equivalent among the provided targets. Hence, the correct outcome is no_match.",0.8608108108108108
1410524,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, amnesic syndrome",llm,37312034,Amnestic disorder caused by psychoactive substance,exactMatch,,,,amnesic syndrome due to multiple drug use and use of other psychoactive substances,-1,no_match,False,,0.8608108108108108
45609959,"Unspecified blood type, Rh negative",llm,4013540,RhD negative,exactMatch,,,,"blood type, Rh negative",4013540,RhD negative,True,"- Specificity: The source term denotes a blood phenotype defined solely by the *absence of the RhD antigen* on red blood cells. The target concept *RhD negative* (SNOMED code 4013540) is defined as “absence of the RhD antigen on red blood cells; denotes a phenotype used to determine transfusion compatibility and assess risk of alloimmunisation.” It therefore captures exactly the same clinical description without adding any extra attributes (e.g., ABO type) or narrowing to a subset.   - Generality: It does not over‑specify the phenotype (e.g., it does not require a particular ABO group), matching the source’s level of abstraction.   - Context validation: The concept is classified as a *Clinical Finding* within the *Condition* domain of the SNOMED vocabulary, which is the appropriate semantic context for a blood‑type finding. Its synonyms include “Rh negative; RhD negative (finding); Rhesus negative,” aligning with the terminology used for the source term.   - Clinical use: Both the source and the target concept are employed to *determine transfusion compatibility* and to *assess risk of hemolytic disease of the newborn* (alloimmunisation), and they guide *Rh immune‑prophylaxis*—the same clinical implications are explicitly mentioned in the definitions.    Because the target concept precisely mirrors the source term’s definition, clinical meaning, and appropriate vocabulary context, it is an exact clinical equivalent. No other target concept satisfies all the required criteria without either broadening or narrowing the meaning. Hence, the best (and only) match is RhD negative.",0.8608108108108108
1570780,"Other calcification of muscle, lower leg",llm,40490403,Calcification of muscle,broadMatch,,,,"calcification of muscle, lower leg",-1,no_match,True,,0.8608108108108108
45577143,"Other chondrocalcinosis, unspecified knee",llm,40479260,Chondrocalcinosis of knee joint,exactMatch,,,,"chondrocalcinosis, knee",40479260,Chondrocalcinosis of knee joint,True,"The source term specifies chondrocalcinosis localized to the knee joint, characterized by calcium pyrophosphate crystal deposition in the articular cartilage leading to joint inflammation, pain, and restricted motion. Target concept 40479260, “Chondrocalcinosis of knee joint,” precisely describes the same pathological process—deposition of calcium pyrophosphate crystals in the knee’s articular cartilage causing inflammatory arthritis, pain, and limited motion. It retains the exact anatomical location (knee joint) without adding laterality, laterality‑specific qualifiers, or extra dimensions such as bilateral involvement, thus preserving specificity (Rule 1). It does not over‑specify a subtype or add details absent from the source (Rule 2). The concept’s vocabulary context (SNOMED, class Disorder, parents Chondrocalcinosis;Degenerative disorder of articular cartilage of knee;Calcification of joint) aligns clinically and semantically with the source term (Rule 3). No additional qualifiers like “bilateral,” “right,” or “left” are present, avoiding over‑specificity, and the definition is identical in scope to the source, fulfilling the requirement for an exact clinical equivalent. Therefore, this target concept is the exact match.",0.8608108108108108
42491304,"Other chondrocalcinosis, lower leg",llm,437064,Chondrocalcinosis,broadMatch,,,,"chondrocalcinosis, lower leg",-1,no_match,True,,0.8608108108108108
37225373,"Other chronic haematogenous osteomyelitis, ankle and foot",llm,137077,Chronic osteomyelitis of ankle and/or foot,exactMatch,,,,"chronic haematogenous osteomyelitis, ankle and foot",137077,Chronic osteomyelitis of ankle and/or foot,True,"The source term specifies a chronic bone infection that is haematogenous (blood‑borne) and involves the ankle and foot. Target concept 137077 is defined as “a long‑lasting infection of bone affecting the ankle and/or foot, typically resulting from hematogenous spread,” preserving all three essential attributes: chronicity, haematogenous route, and involvement of the ankle/foot region. It does not broaden the scope (it does not include other sites) nor over‑specify (it does not add mandatory extra features such as a draining sinus, which the source only mentions as “often”). The concept’s vocabulary context (SNOMED, Disorder class, parent relationships to “Osteomyelitis of ankle AND/OR foot” and “Chronic osteomyelitis”) is clinically appropriate and aligns with the source term’s presentation, prognosis, and required management (prolonged antimicrobial therapy, possible surgery). Therefore, it is an exact clinical equivalent.",0.8608108108108108
1567883,Other combined immunodeficiencies,llm,40483560,Combined immunodeficiency disease,exactMatch,,,,combined immunodeficiencies,40483560,Combined immunodeficiency disease,True,"- Rule 1 – Specificity: The source term specifies a *group of disorders* characterized by *simultaneous defects in both T‑cell‑mediated cellular immunity and B‑cell‑mediated humoral immunity*, with *recurrent severe infections*, *autoimmunity*, and *occasionally structural anomalies*. The target concept “Combined immunodeficiency disease” (id 40483560) is defined as a *heterogeneous group of disorders marked by simultaneous deficiency of T‑cell and B‑cell immunity*, presenting with *recurrent severe infections*, *failure to thrive*, and *sometimes autoimmunity*. It therefore preserves all of the key clinical details (dual‑cell defect, severe infections, autoimmunity) without broadening the scope.    - Rule 2 – Generality: The target does not add extra, unrelated specifics (e.g., a particular gene defect, a defined severity tier, or a mandatory associated anomaly) that would make it more narrow than the source. It remains at the same level of abstraction—describing the combined immunodeficiency spectrum generally—so it does not over‑specify.    - Rule 3 – Context Validation: The concept is classified within SNOMED under Disorder → Primary immune deficiency disorder, which is the appropriate clinical domain for combined immunodeficiencies. Its synonyms and parent relationships align with the source’s classification as a primary immune defect.    - Rule 4 – Non‑essential phrases: The source’s mention of “sometimes associated structural anomalies” is not required to be captured verbatim; the target’s inclusion of “sometimes autoimmunity” satisfies the essential clinical feature without needing to list every possible associated manifestation.    - Rule 5 – Exact match: All other target concepts are either more specific (e.g., “Severe combined immunodeficiency disease”, “Combined immunodeficiency with granulomatosis”, gene‑specific deficiencies) or broader (e.g., generic “Immunodeficiency disorder”) and therefore fail the specificity/generality balance. The concept with id 40483560 uniquely satisfies the exact clinical equivalence required.    Hence, the exact clinical equivalent of the source term combined immunodeficiencies is Combined immunodeficiency disease (SNOMED ID 40483560).",0.8608108108108108
1102778,Other congenital malformations of aortic and mitral valves,llm,4322316,Congenital anomaly of heart valve,broadMatch,,,,congenital malformations of aortic and mitral valves,-1,no_match,True,,0.8608108108108108
42496228,Other specified congenital malformations of heart,llm,312723,Congenital heart disease,exactMatch,,,,congenital malformations of heart,312723,Congenital heart disease,True,"- Rule 1 – Specificity: The source term denotes *structural abnormalities of the heart present at birth* that can range from simple valve lesions to complex anomalies involving multiple chambers and great vessels. The target concept “Congenital heart disease” is defined as *a collective term for all congenital structural abnormalities of the heart, ranging from simple lesions such as atrial septal defects to complex anomalies like hypoplastic left heart syndrome*. This definition preserves every key detail of the source (timing = congenital, location = heart, scope = all structural anomalies), so the target is not broader in a way that would lose any clinical information.  - Rule 2 – Generality: The source does not specify a particular type of anomaly (e.g., septal defect, valve abnormality, malposition). “Congenital heart disease” likewise does not add any extra detail beyond “congenital structural abnormalities of the heart”; it does not introduce subtypes or additional descriptors that are not present in the source. Hence it does not over‑specify.  - Rule 3 – Context Validation: The target concept is classified in SNOMED under “Disorder” → “Condition”, with parent hierarchies that include *Structural disorder of heart; Congenital anomaly of cardiovascular structure of trunk; Congenital anomaly of thorax*. These parent classes are directly relevant to cardiac structural anomalies, confirming semantic suitability for the source term.  - Rule 4 – Non‑essential phrases: The source term contains no “unspecified”, “not otherwise specified”, or “in diseases classified elsewhere” qualifiers, so no filtering is needed.  - Rule 5 – Exact clinical equivalence: All other target concepts (e.g., “Congenital malposition of heart”, “Congenital septal defect of heart”, “Congenital malrotation of heart”, etc.) are more specific sub‑categories that address only a subset of the source’s scope (position, septal defects, rotation, etc.). They would therefore broaden or narrow the meaning, violating Rules 1 and 2. The only concept that matches the source term in breadth and precision without adding or omitting clinically relevant information is Congenital heart disease (ID 312723).   Therefore, the exact clinical equivalent of “congenital malformations of heart” is the SNOMED concept Congenital heart disease (ID 312723).",0.8608108108108108
37093264,Other congenital malformations of intestine,llm,4130372,Congenital anomaly of intestinal tract,exactMatch,,,,congenital malformations of intestine,4130372,Congenital anomaly of intestinal tract,True,"- Specificity: The source term describes *structural abnormalities of the intestine present at birth* that can range from minor positional defects to severe obstructions, atresias, or duplications. The target concept *Congenital anomaly of intestinal tract* is defined as “a congenital abnormality affecting any segment of the intestinal tract, encompassing structural defects such as malrotation, atresia, stenosis, or duplication that are present at birth.” This definition preserves all key elements of the source (any part of the intestinal tract, presence at birth, and the spectrum from minor to severe defects) without adding any extra clinical detail that is not already implied. It does not broaden the scope (e.g., it does not include non‑intestinal structures) and it does not narrow the scope (e.g., it does not restrict to a particular segment or a single type of lesion).   - Generality: The target is not more specific than the source; it does not introduce subtypes or additional qualifiers absent from the source definition. It simply aggregates the same categories (malrotation, atresia, stenosis, duplication) under a single umbrella, which is exactly what the source does.   - Context Validation: The concept belongs to the “Disorder” class within the SNOMED vocabulary, with parent categories that include “Congenital anomaly of gastrointestinal tract,” “Disorder of intestine,” and “Congenital anomaly of digestive organ.” These parental relationships align semantically with the source term’s focus on congenital intestinal malformations, confirming clinical appropriateness.   - Non‑essential phrases: The source definition does not contain qualifiers such as “unspecified” or “not otherwise specified,” so no filtering is needed.    Because the target concept exactly mirrors the clinical meaning, scope, and contextual placement of the source term, it is the precise standard equivalent. No other listed target satisfies all the specificity and generality constraints simultaneously. Therefore, the match is declared as no_match for any other concepts.",0.8608108108108108
44833743,"Other congenital or acquired abnormality of cervix, delivered, with or without mention of antepartum condition",llm,442781,Disorder of uterine cervix,broadMatch,,,,"congenital or acquired abnormality of cervix, delivered",-1,no_match,True,,0.8608108108108108
